20130104201822,http://web.archive.org/web/20130104201822/http://www.theatlantic.com:80/technology,yes
20130111161300,http://web.archive.org/web/20130111161300/http://www.theatlantic.com:80/technology,yes
20130116072511,http://web.archive.org/web/20130116072511/http://www.theatlantic.com/technology/,yes
20130117083209,http://web.archive.org/web/20130117083209/http://www.theatlantic.com/technology/,yes
20130118110941,http://web.archive.org/web/20130118110941/http://www.theatlantic.com:80/technology,yes
20130118114059,http://web.archive.org/web/20130118114059/http://www.theatlantic.com/technology,yes
20130119193233,http://web.archive.org/web/20130119193233/http://www.theatlantic.com:80/technology/,yes
20130120052712,http://web.archive.org/web/20130120052712/http://www.theatlantic.com/technology/,yes
20130124001604,http://web.archive.org/web/20130124001604/http://www.theatlantic.com/technology,yes
20130125080338,http://web.archive.org/web/20130125080338/http://www.theatlantic.com:80/technology/,yes
20130125140328,http://web.archive.org/web/20130125140328/http://www.theatlantic.com:80/technology,yes
20130127034527,http://web.archive.org/web/20130127034527/http://www.theatlantic.com/technology/,yes
20130127040638,http://web.archive.org/web/20130127040638/http://www.theatlantic.com/technology/,yes
20130129150536,http://web.archive.org/web/20130129150536/http://www.theatlantic.com/technology,yes
20130201194823,http://web.archive.org/web/20130201194823/http://www.theatlantic.com:80/technology,yes
20130203034550,http://web.archive.org/web/20130203034550/http://www.theatlantic.com/technology/,yes
20130207131449,http://web.archive.org/web/20130207131449/http://www.theatlantic.com/technology,yes
20130209051456,http://web.archive.org/web/20130209051456/http://www.theatlantic.com:80/technology,yes
20130210054135,http://web.archive.org/web/20130210054135/http://www.theatlantic.com/technology/,yes
20130210143204,http://web.archive.org/web/20130210143204/http://www.theatlantic.com/technology/,yes
20130214135414,http://web.archive.org/web/20130214135414/http://www.theatlantic.com/technology,yes
20130217054027,http://web.archive.org/web/20130217054027/http://www.theatlantic.com/technology/,yes
20130217173924,http://web.archive.org/web/20130217173924/http://www.theatlantic.com/technology/,yes
20130221124234,http://web.archive.org/web/20130221124234/http://www.theatlantic.com/technology,yes
20130223041605,http://web.archive.org/web/20130223041605/http://www.theatlantic.com/technology/,yes
20130224025150,http://web.archive.org/web/20130224025150/http://www.theatlantic.com/technology/,yes
20130225045947,http://web.archive.org/web/20130225045947/http://www.theatlantic.com:80/technology,yes
20130227150606,http://web.archive.org/web/20130227150606/http://www.theatlantic.com/technology,yes
20130305024205,http://web.archive.org/web/20130305024205/http://www.theatlantic.com:80/technology,yes
20130309232358,http://web.archive.org/web/20130309232358/http://www.theatlantic.com/technology,yes
20130313081553,http://web.archive.org/web/20130313081553/http://www.theatlantic.com:80/technology,yes
20130320184315,http://web.archive.org/web/20130320184315/http://www.theatlantic.com:80/technology,yes
20130323201008,http://web.archive.org/web/20130323201008/http://www.theatlantic.com/technology,yes
20130326181603,http://web.archive.org/web/20130326181603/http://www.theatlantic.com:80/technology/,yes
20130327064528,http://web.archive.org/web/20130327064528/http://www.theatlantic.com:80/technology,yes
20130403012506,http://web.archive.org/web/20130403012506/http://www.theatlantic.com:80/technology,yes
20130409061447,http://web.archive.org/web/20130409061447/http://www.theatlantic.com:80/technology,yes
20130415065317,http://web.archive.org/web/20130415065317/http://www.theatlantic.com:80/technology,yes
20130420225815,http://web.archive.org/web/20130420225815/http://www.theatlantic.com/technology/,yes
20130421061601,http://web.archive.org/web/20130421061601/http://www.theatlantic.com/technology,yes
20130427062052,http://web.archive.org/web/20130427062052/http://www.theatlantic.com:80/technology,yes
20130430134902,http://web.archive.org/web/20130430134902/http://www.theatlantic.com/technology,yes
20130503162856,http://web.archive.org/web/20130503162856/http://www.theatlantic.com:80/technology,yes
20130511005118,http://web.archive.org/web/20130511005118/http://www.theatlantic.com:80/technology,yes
20130517071502,http://web.archive.org/web/20130517071502/http://www.theatlantic.com:80/technology,yes
20130518021224,http://web.archive.org/web/20130518021224/http://www.theatlantic.com/technology/,yes
20130525002916,http://web.archive.org/web/20130525002916/http://www.theatlantic.com:80/technology,yes
20130526185249,http://web.archive.org/web/20130526185249/http://www.theatlantic.com:80/technology/,yes
20130602012626,http://web.archive.org/web/20130602012626/http://www.theatlantic.com:80/technology,yes
20130629155022,http://web.archive.org/web/20130629155022/http://www.theatlantic.com:80/technology,yes
20130708003155,http://web.archive.org/web/20130708003155/http://www.theatlantic.com:80/technology,yes
20130716101035,http://web.archive.org/web/20130716101035/http://www.theatlantic.com:80/technology,yes
20130720150851,http://web.archive.org/web/20130720150851/http://www.theatlantic.com/technology,yes
20130723155203,http://web.archive.org/web/20130723155203/http://www.theatlantic.com:80/technology,yes
20130726172028,http://web.archive.org/web/20130726172028/http://www.theatlantic.com:80/technology/,yes
20130731085339,http://web.archive.org/web/20130731085339/http://www.theatlantic.com:80/technology,yes
